17.87,25.77,24.31,-646.64,932.87,-1972.88,,,-0.00494284,-0.003750894,-0.000129556,0.003661414,0.003105367,0.003430595,0.004694219,0.001718347,0.000403599,-0.00263385,-0.000114448,-0.003400793,,,-0.00481853,-0.002734621,-0.000266578,0.003147632,0.001609908,0.003415694
19.48,-18.29,45.02,-2793.32,-367.53,-710.65,,,-0.001672337,-0.000817874,-0.000396111,0.001345786,0.002679046,0.002095034,0.000446736,-0.000753968,0.002701272,0.001631593,-0.001228995,-0.002518175,,,-0.001059537,-0.000031953,-0.001548692,-0.000142904,0.001954021,0.002306605
26.55,29.52,-31.31,-61.41,-326.48,877.88,,,-0.004452444,-0.005338661,0.000875656,0.001534938,0.003363636,0.001195442,0.003259785,0.004634537,-0.001896333,-0.000434356,-0.003258213,-0.00187538,,,-0.003856115,-0.004986599,0.001385995,0.000984647,0.003310925,0.001535411
20.94,25.47,-22.4,1078.22,930.59,-2024.33,,,-0.003698109,-0.003216159,-0.002218731,0.001210138,0.002199822,0.003807519,0.004573878,0.001555463,0.000770319,-0.002578604,-0.000326,-0.003616884,,,-0.004135994,-0.002385811,-0.001494525,0.001894371,0.001262911,0.003712202
-38.1,-0.16,45.97,-957.69,511.61,-1657.13,,,0.000103063,0.00295134,0.002695755,0.003537577,-0.003318144,-0.002630008,-0.000367688,-0.002937368,-0.00028784,-0.002936717,0.004639131,0.002196084,,,0.000235376,0.002944354,0.001491798,0.003237147,-0.003978638,-0.002413046
4.72,-36.14,-35.07,-1454.95,2044.3,-1474.31,,,0.000649287,0.000351014,-0.005737139,-0.003081097,0.001396193,0.003328263,-0.001352192,-0.003918924,0.004977125,0.002419517,0.000418401,-0.002041062,,,0.00100074,0.002134969,-0.005357132,-0.002750307,0.000488896,0.002684663
31.43,-25.65,42.93,-900.1,-1820.43,-1493.5,,,0.000628842,0.001810574,-0.002223824,-0.001175441,0.001286273,0.003055431,0.000822647,-0.001521447,0.004336511,0.002085756,-0.001643418,-0.004051311,,,-9.69E-05,0.001666011,-0.003280168,-0.001630599,0.001464846,0.003553371
11.6,-2.67,-14.83,1984.97,511.58,298.34,,,0.00183828,-1.04E-05,-0.00325126,-0.003560275,0.001043419,0.002336268,3.53E-06,0.00043807,0.000975428,0.001486169,-0.001516914,-0.0009209,,,0.000917375,-0.000224235,-0.002113344,-0.002523222,0.001280167,0.001628584
41.72,-21.42,25.72,1522.37,-717.32,406.93,,,0.002900608,0.000443147,-0.005124533,-0.005462784,0.003423395,0.004921938,-0.000107319,0.000478823,0.003754915,0.004454201,-0.00435392,-0.003371993,,,0.001503964,-0.000017838,-0.004439724,-0.004958493,0.003888658,0.004146966
6.88,-3.06,-48.81,-977.26,-2026.91,1765.71,,,-0.000171286,-0.000440329,0.00182195,-0.000591345,-0.001018263,-0.003289475,-0.001652476,0.001240241,-0.000928157,0.001918132,-0.001697956,0.001318658,,,0.000740595,-0.000840285,0.001375054,-0.001254739,0.000339847,-0.002304067
-18.88,2.85,-33.44,611.89,-1422.17,924.47,,,0.001428082,0.002042126,0.002389449,-0.000292097,-0.004097168,-0.004544248,-0.001653437,-8.18E-05,-0.001831718,-0.000374088,0.00153535,0.002952965,,,0.00154076,0.001061963,0.002110584,4.10E-05,-0.002816259,-0.003748607
4.99,-35.5,35.3,732.33,-894.29,79.5,,,0.004880741,0.004199454,-0.002751031,-0.004275876,-0.000993755,0.000948986,-0.002637422,-0.002556207,0.003100028,0.003365911,-0.000370133,-0.000218156,,,0.003759082,0.003377831,-0.00292553,-0.003820894,-0.000311811,0.000583571
-8.27,-45.03,40.27,2668.72,-54.82,-64.48,,,0.00797065,0.006589309,-0.005045435,-0.007359956,-0.002693297,0.001297324,-0.003596995,-0.004065219,0.003838211,0.004130939,0.001065698,0.000883134,,,0.005783823,0.005327264,-0.004441823,-0.005745448,-0.001879498,0.000207095
